# capacity
2763.563934

# weight price
4.557535 9.557535
4.223813 9.223813
6.418974 11.418974
7.760518 12.760518
5.489367 10.489367
4.445407 9.445407
1.246501 6.246501
1.714791 6.714791
3.202726 8.202726
1.975781 6.975781
3.028945 8.028945
8.550798 13.550798
2.459478 7.459478
7.288343 12.288343
9.959862 14.959862
7.857348 12.857348
1.550636 6.550636
5.392223 10.392223
2.584381 7.584381
3.915837 8.915837
2.204078 7.204078
4.281872 9.281872
9.243802 14.243802
2.346804 7.346804
2.748784 7.748784
9.748408 14.748408
7.908637 12.908637
8.612887 13.612887
2.104559 7.104559
3.926230 8.926230
8.429660 13.429660
1.522839 6.522839
6.863168 11.863168
9.715368 14.715368
3.925247 8.925247
5.232818 10.232818
8.154173 13.154173
9.908882 14.908882
6.348780 11.348780
5.945056 10.945056
5.141285 10.141285
9.550304 14.550304
5.611695 10.611695
1.171911 6.171911
7.534811 12.534811
7.292349 12.292349
8.333216 13.333216
8.542312 13.542312
9.803440 14.803440
4.516597 9.516597
9.841581 14.841581
9.644378 14.644378
6.024658 11.024658
3.314873 8.314873
4.812923 9.812923
2.166556 7.166556
8.870729 13.870729
7.706755 12.706755
1.279769 6.279769
5.746778 10.746778
2.126521 7.126521
9.912870 14.912870
2.905668 7.905668
8.882959 13.882959
5.319790 10.319790
1.840180 6.840180
9.458074 14.458074
4.007416 9.007416
2.650560 7.650560
8.322870 13.322870
2.300879 7.300879
2.614575 7.614575
4.930277 9.930277
8.479910 13.479910
4.626022 9.626022
7.647604 12.647604
9.892888 14.892888
9.928445 14.928445
4.362192 9.362192
2.964250 7.964250
7.407235 12.407235
7.189369 12.189369
3.843453 8.843453
9.847574 14.847574
7.842215 12.842215
6.952982 11.952982
5.044100 10.044100
9.610735 14.610735
8.712675 13.712675
1.057650 6.057650
3.098105 8.098105
9.179289 14.179289
2.223746 7.223746
8.415278 13.415278
2.930816 7.930816
9.477667 14.477667
8.218937 13.218937
3.786507 8.786507
8.563481 13.563481
8.808143 13.808143
6.822354 11.822354
8.153442 13.153442
5.174426 10.174426
8.472076 13.472076
3.018582 8.018582
8.520273 13.520273
1.563155 6.563155
6.215726 11.215726
6.399027 11.399027
9.457489 14.457489
6.427501 11.427501
5.089964 10.089964
8.129903 13.129903
9.691349 14.691349
8.490899 13.490899
4.992756 9.992756
9.012197 14.012197
6.961814 11.961814
9.760207 14.760207
3.603147 8.603147
5.392246 10.392246
2.946385 7.946385
1.850901 6.850901
7.943707 12.943707
4.866586 9.866586
5.166833 10.166833
8.424306 13.424306
5.705581 10.705581
4.264541 9.264541
1.922215 6.922215
5.233389 10.233389
3.057869 8.057869
3.408041 8.408041
3.422910 8.422910
9.796577 14.796577
1.599068 6.599068
4.544513 9.544513
3.339116 8.339116
3.864036 8.864036
1.505752 6.505752
3.626512 8.626512
1.770000 6.770000
9.001834 14.001834
8.209204 13.209204
1.893728 6.893728
9.834818 14.834818
2.731873 7.731873
5.191289 10.191289
3.569818 8.569818
7.341242 12.341242
2.783475 7.783475
7.422620 12.422620
1.055610 6.055610
2.492801 7.492801
9.536836 14.536836
4.860861 9.860861
9.172513 14.172513
7.004760 12.004760
7.063571 12.063571
4.182062 9.182062
9.044895 14.044895
4.406810 9.406810
4.641598 9.641598
3.092527 8.092527
9.759204 14.759204
8.960855 13.960855
4.993509 9.993509
4.880641 9.880641
8.806844 13.806844
3.821618 8.821618
9.364793 14.364793
8.034140 13.034140
4.980903 9.980903
3.879834 8.879834
4.966541 9.966541
1.968955 6.968955
8.297831 13.297831
8.920271 13.920271
7.488459 12.488459
6.600678 11.600678
7.665871 12.665871
4.849102 9.849102
4.026812 9.026812
5.246062 10.246062
3.314558 8.314558
9.291771 14.291771
4.664074 9.664074
5.557001 10.557001
6.772355 11.772355
3.613287 8.613287
1.196566 6.196566
6.209222 11.209222
3.269660 8.269660
3.757718 8.757718
7.668843 12.668843
3.334348 8.334348
1.833936 6.833936
9.425005 14.425005
5.035188 10.035188
8.360843 13.360843
2.049621 7.049621
6.707044 11.707044
8.124704 13.124704
1.072694 6.072694
6.154744 11.154744
7.214432 12.214432
6.799525 11.799525
7.012410 12.012410
6.068183 11.068183
8.232327 13.232327
3.075891 8.075891
3.505033 8.505033
1.814599 6.814599
7.432691 12.432691
9.486970 14.486970
9.448505 14.448505
1.192406 6.192406
9.382776 14.382776
3.980054 8.980054
1.954604 6.954604
7.771381 12.771381
8.417596 13.417596
6.703676 11.703676
6.154346 11.154346
9.399553 14.399553
1.935270 6.935270
1.268566 6.268566
5.852785 10.852785
5.212556 10.212556
2.791032 7.791032
3.915145 8.915145
2.944732 7.944732
1.816122 6.816122
9.775458 14.775458
8.861983 13.861983
7.603673 12.603673
1.869250 6.869250
1.937688 6.937688
8.962529 13.962529
5.425566 10.425566
3.745480 8.745480
2.522088 7.522088
4.572027 9.572027
9.914300 14.914300
9.975631 14.975631
2.935425 7.935425
9.110442 14.110442
8.655956 13.655956
4.250459 9.250459
5.914973 10.914973
2.763433 7.763433
8.994322 13.994322
9.178611 14.178611
6.687793 11.687793
8.688691 13.688691
2.769193 7.769193
3.560445 8.560445
8.949716 13.949716
8.638268 13.638268
8.658260 13.658260
2.279569 7.279569
8.229513 13.229513
7.729263 12.729263
7.262809 12.262809
3.510594 8.510594
1.053235 6.053235
2.319751 7.319751
6.427210 11.427210
3.963547 8.963547
7.833641 12.833641
5.292267 10.292267
3.411371 8.411371
3.686360 8.686360
3.224874 8.224874
4.396945 9.396945
7.496154 12.496154
5.709242 10.709242
3.575775 8.575775
9.563175 14.563175
4.700973 9.700973
8.901482 13.901482
9.485375 14.485375
5.309735 10.309735
3.696897 8.696897
1.700695 6.700695
5.972263 10.972263
5.390961 10.390961
7.954190 12.954190
2.952296 7.952296
4.578433 9.578433
3.274299 8.274299
5.734016 10.734016
1.144561 6.144561
3.803412 8.803412
2.100215 7.100215
4.787563 9.787563
5.013776 10.013776
2.535102 7.535102
9.830611 14.830611
1.425117 6.425117
5.137026 10.137026
9.715632 14.715632
9.557648 14.557648
7.611827 12.611827
7.415967 12.415967
1.884818 6.884818
8.636372 13.636372
7.947116 12.947116
3.860290 8.860290
6.559587 11.559587
3.132836 8.132836
7.562617 12.562617
9.976874 14.976874
8.910143 13.910143
6.045349 11.045349
7.577110 12.577110
1.283277 6.283277
8.252245 13.252245
1.128651 6.128651
1.030757 6.030757
4.938234 9.938234
5.217853 10.217853
9.865188 14.865188
5.834209 10.834209
8.936110 13.936110
7.224750 12.224750
7.293781 12.293781
3.022095 8.022095
3.997458 8.997458
3.850322 8.850322
8.189501 13.189501
4.917986 9.917986
1.152005 6.152005
5.581441 10.581441
1.399830 6.399830
7.116977 12.116977
4.372894 9.372894
4.332484 9.332484
2.331452 7.331452
4.053750 9.053750
5.893158 10.893158
1.271345 6.271345
3.622622 8.622622
7.389010 12.389010
6.411896 11.411896
4.909192 9.909192
3.949167 8.949167
3.091603 8.091603
6.863416 11.863416
3.271561 8.271561
4.495932 9.495932
7.398369 12.398369
8.684975 13.684975
1.135317 6.135317
7.559244 12.559244
5.701400 10.701400
1.184902 6.184902
1.090312 6.090312
1.609051 6.609051
9.742955 14.742955
9.295104 14.295104
3.909934 8.909934
2.599562 7.599562
5.962411 10.962411
6.151684 11.151684
1.900096 6.900096
7.784748 12.784748
2.557868 7.557868
1.487337 6.487337
3.770882 8.770882
3.758362 8.758362
5.114943 10.114943
9.418849 14.418849
9.067569 14.067569
7.979781 12.979781
9.586697 14.586697
8.637255 13.637255
5.392772 10.392772
7.663032 12.663032
5.096419 10.096419
4.804108 9.804108
4.888417 9.888417
6.077281 11.077281
2.191353 7.191353
2.820530 7.820530
8.533416 13.533416
4.085187 9.085187
5.135662 10.135662
4.216179 9.216179
3.717463 8.717463
1.632056 6.632056
2.011305 7.011305
9.413994 14.413994
2.657791 7.657791
5.417867 10.417867
1.822178 6.822178
4.287004 9.287004
5.078339 10.078339
1.066385 6.066385
2.240311 7.240311
2.095528 7.095528
9.116183 14.116183
8.796032 13.796032
5.221500 10.221500
7.887739 12.887739
4.225038 9.225038
6.417238 11.417238
8.262645 13.262645
4.351452 9.351452
7.023899 12.023899
1.753433 6.753433
1.554210 6.554210
9.578397 14.578397
9.350585 14.350585
5.211945 10.211945
5.001839 10.001839
3.231727 8.231727
2.086696 7.086696
3.001435 8.001435
8.286693 13.286693
1.918505 6.918505
5.799079 10.799079
2.778276 7.778276
3.377008 8.377008
1.730698 6.730698
7.457818 12.457818
4.270338 9.270338
7.012595 12.012595
6.803958 11.803958
7.215668 12.215668
1.078430 6.078430
5.633082 10.633082
7.520381 12.520381
7.849683 12.849683
9.631160 14.631160
5.001398 10.001398
9.121101 14.121101
9.840436 14.840436
6.478788 11.478788
6.968736 11.968736
6.701694 11.701694
1.678567 6.678567
9.269687 14.269687
5.570552 10.570552
6.969442 11.969442
2.774391 7.774391
5.155201 10.155201
2.780932 7.780932
5.361667 10.361667
2.626190 7.626190
4.634062 9.634062
5.012189 10.012189
4.736939 9.736939
4.097345 9.097345
5.292616 10.292616
7.209147 12.209147
4.095813 9.095813
7.866615 12.866615
1.890561 6.890561
2.892673 7.892673
9.565339 14.565339
4.649142 9.649142
7.844473 12.844473
5.749804 10.749804
7.254715 12.254715
5.787192 10.787192
5.188528 10.188528
9.018324 14.018324
8.856375 13.856375
8.336835 13.336835
7.264832 12.264832
5.325327 10.325327
7.385132 12.385132
6.689984 11.689984
1.763188 6.763188
5.339585 10.339585
8.229058 13.229058
9.615251 14.615251
9.355235 14.355235
9.909793 14.909793
8.053789 13.053789
6.804302 11.804302
3.113115 8.113115
5.161489 10.161489
1.757354 6.757354
9.789226 14.789226
1.783399 6.783399
7.386852 12.386852
1.546245 6.546245
6.565344 11.565344
8.589720 13.589720
1.514376 6.514376
2.735802 7.735802
4.539298 9.539298
6.995851 11.995851
2.868370 7.868370
3.427033 8.427033
9.497985 14.497985
6.543118 11.543118
9.790307 14.790307
7.525293 12.525293
8.551730 13.551730
3.751485 8.751485
4.270320 9.270320
5.987326 10.987326
6.644962 11.644962
8.679979 13.679979
2.472152 7.472152
8.290717 13.290717
3.028198 8.028198
5.836954 10.836954
8.904753 13.904753
7.828503 12.828503
1.459001 6.459001
8.037075 13.037075
4.929222 9.929222
5.426656 10.426656
5.056637 10.056637
8.054437 13.054437
4.669166 9.669166
4.538479 9.538479
6.128253 11.128253
8.380421 13.380421
3.063238 8.063238
4.294645 9.294645
3.192035 8.192035
7.377731 12.377731
6.422595 11.422595
3.844550 8.844550
3.603719 8.603719
2.834764 7.834764
5.611155 10.611155
4.086041 9.086041
9.178075 14.178075
3.879804 8.879804
2.880220 7.880220
3.885804 8.885804
1.133879 6.133879
2.768565 7.768565
4.052018 9.052018
1.744353 6.744353
3.332045 8.332045
7.349551 12.349551
6.419588 11.419588
4.419639 9.419639
9.428719 14.428719
3.180206 8.180206
2.460649 7.460649
6.945281 11.945281
3.874746 8.874746
9.897934 14.897934
1.036587 6.036587
2.740554 7.740554
7.361978 12.361978
3.509822 8.509822
9.310914 14.310914
2.322555 7.322555
7.827569 12.827569
2.247384 7.247384
9.816402 14.816402
6.498042 11.498042
5.006170 10.006170
1.863202 6.863202
5.237545 10.237545
5.129846 10.129846
1.381761 6.381761
8.555772 13.555772
2.697779 7.697779
9.038428 14.038428
2.864299 7.864299
5.811290 10.811290
1.297783 6.297783
8.207824 13.207824
7.607444 12.607444
1.617102 6.617102
6.168950 11.168950
3.826453 8.826453
8.544694 13.544694
1.522630 6.522630
9.571668 14.571668
7.933247 12.933247
8.373275 13.373275
8.465962 13.465962
8.670267 13.670267
6.540562 11.540562
6.523172 11.523172
4.718965 9.718965
9.400515 14.400515
8.943629 13.943629
1.622316 6.622316
5.442648 10.442648
3.851868 8.851868
4.888791 9.888791
1.213618 6.213618
3.080441 8.080441
7.112131 12.112131
4.772642 9.772642
1.212396 6.212396
3.191854 8.191854
2.108330 7.108330
6.676579 11.676579
1.450367 6.450367
8.688863 13.688863
8.765349 13.765349
9.383036 14.383036
4.393604 9.393604
3.762954 8.762954
4.639905 9.639905
5.291391 10.291391
8.986445 13.986445
6.505506 11.505506
7.134343 12.134343
3.370699 8.370699
6.423949 11.423949
2.278587 7.278587
9.000496 14.000496
6.378497 11.378497
4.370969 9.370969
2.677883 7.677883
1.099911 6.099911
1.727398 6.727398
9.649239 14.649239
8.962126 13.962126
6.258136 11.258136
7.409176 12.409176
2.898687 7.898687
5.593856 10.593856
1.367679 6.367679
1.412909 6.412909
3.476726 8.476726
8.881527 13.881527
7.959263 12.959263
1.058579 6.058579
7.379429 12.379429
9.761899 14.761899
3.091828 8.091828
1.326813 6.326813
9.266837 14.266837
8.552886 13.552886
2.423162 7.423162
5.017004 10.017004
1.786582 6.786582
6.220679 11.220679
5.382217 10.382217
9.638936 14.638936
5.842055 10.842055
5.450966 10.450966
2.479899 7.479899
2.135723 7.135723
1.335202 6.335202
9.979487 14.979487
2.320461 7.320461
3.974661 8.974661
1.931704 6.931704
2.884948 7.884948
7.748103 12.748103
4.771661 9.771661
5.600743 10.600743
3.477241 8.477241
5.929691 10.929691
7.028162 12.028162
3.447877 8.447877
4.650786 9.650786
3.621304 8.621304
5.150767 10.150767
1.577109 6.577109
9.310949 14.310949
3.341913 8.341913
2.146968 7.146968
8.911824 13.911824
9.945918 14.945918
2.448197 7.448197
8.703351 13.703351
7.443125 12.443125
3.708405 8.708405
5.366269 10.366269
1.622446 6.622446
2.009925 7.009925
3.827674 8.827674
6.249866 11.249866
2.953800 7.953800
3.836415 8.836415
2.996619 7.996619
5.406179 10.406179
5.411105 10.411105
5.679882 10.679882
9.631865 14.631865
6.019254 11.019254
3.718186 8.718186
2.434737 7.434737
6.950997 11.950997
2.809520 7.809520
1.674767 6.674767
8.080982 13.080982
4.242193 9.242193
6.075244 11.075244
6.442417 11.442417
5.985971 10.985971
5.579431 10.579431
7.825648 12.825648
1.329406 6.329406
6.781907 11.781907
3.940278 8.940278
5.038724 10.038724
2.876399 7.876399
6.650644 11.650644
9.649422 14.649422
9.611508 14.611508
8.383183 13.383183
4.142936 9.142936
6.928013 11.928013
8.271940 13.271940
2.216451 7.216451
3.327786 8.327786
5.395374 10.395374
7.142702 12.142702
9.066750 14.066750
1.339028 6.339028
6.578913 11.578913
7.016139 12.016139
6.135005 11.135005
1.853737 6.853737
9.189846 14.189846
9.333601 14.333601
9.718421 14.718421
5.238682 10.238682
7.527492 12.527492
4.627978 9.627978
2.981007 7.981007
9.188543 14.188543
8.731695 13.731695
6.072004 11.072004
8.192711 13.192711
7.882669 12.882669
5.959034 10.959034
7.521999 12.521999
9.332144 14.332144
7.040505 12.040505
7.984138 12.984138
2.655542 7.655542
3.819088 8.819088
8.055597 13.055597
2.434208 7.434208
5.871647 10.871647
8.221881 13.221881
1.653056 6.653056
2.929505 7.929505
6.968662 11.968662
2.270055 7.270055
5.366740 10.366740
1.944821 6.944821
5.973274 10.973274
6.125432 11.125432
4.811152 9.811152
1.785549 6.785549
9.055610 14.055610
8.521597 13.521597
1.389049 6.389049
9.038439 14.038439
7.423943 12.423943
6.134645 11.134645
7.475475 12.475475
5.910002 10.910002
2.429482 7.429482
6.099618 11.099618
5.790391 10.790391
7.101684 12.101684
2.856527 7.856527
5.304877 10.304877
5.765355 10.765355
2.855325 7.855325
4.131848 9.131848
7.027599 12.027599
8.808584 13.808584
7.430671 12.430671
4.799130 9.799130
2.108392 7.108392
4.985147 9.985147
2.121124 7.121124
5.630462 10.630462
9.496770 14.496770
1.432089 6.432089
9.090007 14.090007
2.244622 7.244622
3.244660 8.244660
3.634581 8.634581
7.228571 12.228571
7.572900 12.572900
2.519513 7.519513
9.552028 14.552028
4.007301 9.007301
8.164946 13.164946
2.006066 7.006066
4.915580 9.915580
7.870595 12.870595
2.661438 7.661438
1.641963 6.641963
2.583475 7.583475
6.152235 11.152235
9.345876 14.345876
9.502675 14.502675
5.971396 10.971396
8.547063 13.547063
4.287356 9.287356
5.916869 10.916869
8.405191 13.405191
6.282409 11.282409
2.508903 7.508903
3.505861 8.505861
6.248591 11.248591
8.320016 13.320016
8.891945 13.891945
5.837522 10.837522
5.635147 10.635147
2.798745 7.798745
8.464762 13.464762
8.265561 13.265561
1.636955 6.636955
1.736556 6.736556
5.801274 10.801274
9.246612 14.246612
7.922102 12.922102
7.329005 12.329005
4.359276 9.359276
8.900264 13.900264
4.616992 9.616992
7.811510 12.811510
7.074911 12.074911
6.754404 11.754404
1.286004 6.286004
8.591430 13.591430
3.653612 8.653612
8.715494 13.715494
9.458618 14.458618
5.942413 10.942413
5.039915 10.039915
8.726382 13.726382
3.686836 8.686836
5.161248 10.161248
5.274334 10.274334
9.299589 14.299589
5.342137 10.342137
7.527161 12.527161
5.463645 10.463645
9.590285 14.590285
6.423118 11.423118
3.180786 8.180786
2.204129 7.204129
8.759963 13.759963
1.392931 6.392931
6.446662 11.446662
6.856519 11.856519
1.545533 6.545533
1.054361 6.054361
3.362418 8.362418
3.958493 8.958493
