# capacity
1427.682533

# weight price
6.342763 11.342763
3.794242 8.794242
2.413269 7.413269
5.305099 10.305099
8.783027 13.783027
4.153965 9.153965
2.688070 7.688070
7.053873 12.053873
1.878048 6.878048
5.028818 10.028818
8.116548 13.116548
5.806451 10.806451
2.198530 7.198530
2.850393 7.850393
3.505904 8.505904
7.342558 12.342558
7.194006 12.194006
5.394243 10.394243
4.105188 9.105188
8.300824 13.300824
8.850311 13.850311
2.537144 7.537144
1.229871 6.229871
6.086008 11.086008
1.228648 6.228648
5.645238 10.645238
9.152976 14.152976
4.269571 9.269571
7.823748 12.823748
8.163368 13.163368
2.302532 7.302532
1.823370 6.823370
8.265858 13.265858
6.519720 11.519720
6.663931 11.663931
3.420393 8.420393
3.236137 8.236137
8.751962 13.751962
1.752610 6.752610
6.788068 11.788068
7.700973 12.700973
2.581366 7.581366
3.162772 8.162772
6.737019 11.737019
4.905281 9.905281
4.069258 9.069258
4.038132 9.038132
3.528670 8.528670
2.960088 7.960088
3.932715 8.932715
4.930632 9.930632
8.735117 13.735117
9.766440 14.766440
2.656126 7.656126
9.534313 14.534313
3.035351 8.035351
6.037914 11.037914
1.847233 6.847233
7.469266 12.469266
1.964551 6.964551
2.728881 7.728881
9.205796 14.205796
6.414400 11.414400
7.343534 12.343534
2.264561 7.264561
5.944735 10.944735
3.050258 8.050258
9.602844 14.602844
7.465649 12.465649
4.703042 9.703042
9.841881 14.841881
5.355058 10.355058
3.877215 8.877215
3.300380 8.300380
8.275789 13.275789
8.758340 13.758340
5.629211 10.629211
3.350735 8.350735
8.828896 13.828896
5.422353 10.422353
2.748260 7.748260
1.533955 6.533955
6.654143 11.654143
9.054910 14.054910
4.071607 9.071607
2.554623 7.554623
9.301712 14.301712
3.555652 8.555652
6.852861 11.852861
6.658853 11.658853
2.506604 7.506604
2.175891 7.175891
1.567061 6.567061
8.277140 13.277140
7.638002 12.638002
8.326874 13.326874
6.892992 11.892992
8.927807 13.927807
6.425889 11.425889
8.561380 13.561380
3.443543 8.443543
1.455761 6.455761
4.871828 9.871828
6.082401 11.082401
7.932554 12.932554
8.052530 13.052530
1.949180 6.949180
9.262263 14.262263
4.891231 9.891231
2.709690 7.709690
7.776426 12.776426
6.748833 11.748833
7.112170 12.112170
3.856938 8.856938
4.201999 9.201999
2.719095 7.719095
6.550047 11.550047
4.799542 9.799542
6.717992 11.717992
3.660018 8.660018
8.862945 13.862945
8.919400 13.919400
6.219636 11.219636
9.963080 14.963080
4.635367 9.635367
6.140214 11.140214
3.912508 8.912508
7.796762 12.796762
9.663742 14.663742
5.408557 10.408557
6.876650 11.876650
6.000737 11.000737
8.314102 13.314102
7.604639 12.604639
8.970802 13.970802
5.198533 10.198533
4.684613 9.684613
3.474581 8.474581
5.560202 10.560202
5.369076 10.369076
7.286012 12.286012
8.169828 13.169828
2.068194 7.068194
5.769322 10.769322
8.654845 13.654845
3.237506 8.237506
5.207406 10.207406
4.326390 9.326390
2.501378 7.501378
8.184401 13.184401
2.218469 7.218469
4.914699 9.914699
5.493157 10.493157
6.747988 11.747988
5.646607 10.646607
8.114430 13.114430
2.599070 7.599070
6.401254 11.401254
6.745014 11.745014
2.769144 7.769144
1.298306 6.298306
8.345917 13.345917
3.543028 8.543028
4.104076 9.104076
2.666267 7.666267
8.026938 13.026938
7.199164 12.199164
9.352460 14.352460
4.245669 9.245669
9.122225 14.122225
8.519427 13.519427
1.543270 6.543270
7.680293 12.680293
6.168099 11.168099
2.907997 7.907997
6.758215 11.758215
1.506080 6.506080
9.233250 14.233250
3.097658 8.097658
8.308514 13.308514
6.901631 11.901631
6.820333 11.820333
3.684718 8.684718
9.653373 14.653373
3.409396 8.409396
7.933547 12.933547
6.568696 11.568696
7.791764 12.791764
3.430197 8.430197
7.962254 12.962254
6.249328 11.249328
2.595228 7.595228
6.850470 11.850470
4.421888 9.421888
7.514965 12.514965
8.678664 13.678664
7.428866 12.428866
9.389956 14.389956
7.194671 12.194671
9.269557 14.269557
4.606654 9.606654
6.103571 11.103571
7.733946 12.733946
3.656432 8.656432
6.077763 11.077763
9.508548 14.508548
3.700356 8.700356
3.858919 8.858919
6.797450 11.797450
6.538837 11.538837
1.151614 6.151614
1.391818 6.391818
6.180460 11.180460
2.616030 7.616030
5.246660 10.246660
9.313950 14.313950
5.061426 10.061426
8.305222 13.305222
7.850902 12.850902
2.838682 7.838682
5.811606 10.811606
9.693707 14.693707
9.173549 14.173549
3.299853 8.299853
8.580014 13.580014
8.121689 13.121689
4.518774 9.518774
1.295801 6.295801
2.064651 7.064651
5.104580 10.104580
5.972703 10.972703
8.097993 13.097993
3.970677 8.970677
6.429238 11.429238
4.330091 9.330091
2.242505 7.242505
4.105465 9.105465
5.118138 10.118138
6.100597 11.100597
7.602370 12.602370
4.480160 9.480160
6.024203 11.024203
7.566194 12.566194
7.657154 12.657154
8.060228 13.060228
3.807026 8.807026
1.326172 6.326172
8.792819 13.792819
5.040913 10.040913
1.727257 6.727257
9.022288 14.022288
7.539421 12.539421
6.099966 11.099966
4.842104 9.842104
2.909902 7.909902
4.709300 9.709300
9.836544 14.836544
9.262336 14.262336
4.598040 9.598040
9.603367 14.603367
8.295253 13.295253
7.764849 12.764849
2.848126 7.848126
5.595269 10.595269
7.051596 12.051596
6.807163 11.807163
7.666997 12.666997
7.413923 12.413923
8.227206 13.227206
4.920943 9.920943
7.054527 12.054527
3.532061 8.532061
4.010193 9.010193
4.599000 9.599000
3.468478 8.468478
8.781794 13.781794
3.614527 8.614527
5.157523 10.157523
2.341131 7.341131
7.490460 12.490460
3.180812 8.180812
3.678178 8.678178
8.193963 13.193963
5.676504 10.676504
5.924991 10.924991
2.889534 7.889534
8.546992 13.546992
7.850490 12.850490
9.359713 14.359713
7.659274 12.659274
6.633547 11.633547
8.179551 13.179551
7.536815 12.536815
9.682563 14.682563
6.162771 11.162771
6.303855 11.303855
3.252018 8.252018
8.127095 13.127095
6.123636 11.123636
2.817205 7.817205
5.597217 10.597217
3.603438 8.603438
8.713879 13.713879
8.337816 13.337816
8.438020 13.438020
7.407042 12.407042
7.923721 12.923721
1.938577 6.938577
5.399324 10.399324
3.791647 8.791647
8.716343 13.716343
5.600853 10.600853
4.669579 9.669579
9.451570 14.451570
4.847161 9.847161
6.093325 11.093325
7.403432 12.403432
1.017980 6.017980
5.238052 10.238052
5.161365 10.161365
4.869929 9.869929
8.996250 13.996250
2.129774 7.129774
7.892080 12.892080
2.788309 7.788309
3.499759 8.499759
2.086084 7.086084
7.055906 12.055906
6.172061 11.172061
3.282468 8.282468
9.598714 14.598714
7.949908 12.949908
1.233203 6.233203
9.238287 14.238287
3.008694 8.008694
7.343372 12.343372
1.336177 6.336177
9.328906 14.328906
6.194764 11.194764
1.966237 6.966237
5.599974 10.599974
8.537960 13.537960
5.860927 10.860927
2.860351 7.860351
5.409731 10.409731
9.486997 14.486997
4.260221 9.260221
3.099516 8.099516
9.129847 14.129847
3.712294 8.712294
3.078853 8.078853
1.085217 6.085217
5.343373 10.343373
3.729654 8.729654
3.874048 8.874048
4.859370 9.859370
8.366352 13.366352
8.168207 13.168207
5.304073 10.304073
6.150568 11.150568
9.070456 14.070456
7.611988 12.611988
1.624435 6.624435
9.561386 14.561386
9.194991 14.194991
3.977669 8.977669
9.154891 14.154891
1.613838 6.613838
6.661432 11.661432
3.279203 8.279203
4.539929 9.539929
7.775590 12.775590
7.339488 12.339488
2.296366 7.296366
2.186912 7.186912
4.641918 9.641918
8.625580 13.625580
9.104746 14.104746
9.665882 14.665882
3.242131 8.242131
1.725490 6.725490
8.820067 13.820067
4.217161 9.217161
8.919989 13.919989
7.091095 12.091095
2.681042 7.681042
2.801355 7.801355
2.711899 7.711899
6.994076 11.994076
2.207547 7.207547
9.297370 14.297370
4.958605 9.958605
8.707013 13.707013
