# capacity
1100.581060

# weight price
9.398797 14.398797
4.436358 9.436358
9.448812 14.448812
2.859965 7.859965
2.588748 7.588748
2.620023 7.620023
2.096947 7.096947
4.331590 9.331590
6.356640 11.356640
2.064204 7.064204
6.274445 11.274445
2.493981 7.493981
8.581567 13.581567
1.085374 6.085374
5.982974 10.982974
6.376482 11.376482
1.458624 6.458624
8.822104 13.822104
5.937493 10.937493
1.384711 6.384711
6.461780 11.461780
6.602151 11.602151
9.367007 14.367007
1.643086 6.643086
2.681169 7.681169
3.533765 8.533765
1.435386 6.435386
6.390647 11.390647
9.972905 14.972905
5.918901 10.918901
1.075369 6.075369
9.819851 14.819851
4.732145 9.732145
7.258919 12.258919
4.907958 9.907958
4.191125 9.191125
7.520318 12.520318
2.609111 7.609111
6.472138 11.472138
9.908120 14.908120
5.824321 10.824321
9.401622 14.401622
1.905246 6.905246
3.834579 8.834579
7.805370 12.805370
9.111473 14.111473
1.838090 6.838090
7.252884 12.252884
2.020813 7.020813
1.962786 6.962786
9.164255 14.164255
9.377050 14.377050
9.355078 14.355078
5.296476 10.296476
1.282308 6.282308
1.879373 6.879373
4.444339 9.444339
6.784324 11.784324
2.371771 7.371771
1.079336 6.079336
5.333459 10.333459
4.902176 9.902176
6.435787 11.435787
8.067477 13.067477
7.547209 12.547209
9.519359 14.519359
9.432226 14.432226
1.970894 6.970894
5.772474 10.772474
9.865756 14.865756
9.067824 14.067824
4.713703 9.713703
1.568759 6.568759
8.801959 13.801959
5.244744 10.244744
6.776251 11.776251
2.193893 7.193893
1.177463 6.177463
9.815716 14.815716
1.995740 6.995740
5.608259 10.608259
1.555857 6.555857
4.049229 9.049229
6.198935 11.198935
2.458029 7.458029
3.906962 8.906962
1.214368 6.214368
4.365602 9.365602
1.811947 6.811947
8.213217 13.213217
4.787254 9.787254
1.750070 6.750070
6.219824 11.219824
5.502001 10.502001
7.696537 12.696537
4.154271 9.154271
4.576419 9.576419
9.471746 14.471746
5.968749 10.968749
2.084907 7.084907
3.942672 8.942672
7.869525 12.869525
8.985590 13.985590
8.559501 13.559501
2.292212 7.292212
9.052250 14.052250
4.350199 9.350199
8.825407 13.825407
2.046447 7.046447
5.267866 10.267866
1.684674 6.684674
7.162820 12.162820
6.136275 11.136275
8.873766 13.873766
1.579046 6.579046
2.220270 7.220270
6.611757 11.611757
5.482243 10.482243
7.215478 12.215478
4.280806 9.280806
4.690496 9.690496
1.769981 6.769981
3.965014 8.965014
7.923117 12.923117
8.348762 13.348762
3.495356 8.495356
3.398403 8.398403
9.900926 14.900926
6.778958 11.778958
9.737225 14.737225
9.845840 14.845840
7.056309 12.056309
1.750085 6.750085
7.820161 12.820161
9.129898 14.129898
5.488285 10.488285
4.119102 9.119102
3.898150 8.898150
8.054142 13.054142
3.711643 8.711643
4.946569 9.946569
6.201471 11.201471
4.087965 9.087965
4.794916 9.794916
3.906907 8.906907
6.634352 11.634352
4.692042 9.692042
4.251263 9.251263
3.081123 8.081123
8.811743 13.811743
6.081186 11.081186
9.648737 14.648737
6.996449 11.996449
3.060686 8.060686
7.063281 12.063281
7.323941 12.323941
5.475770 10.475770
5.808020 10.808020
5.444268 10.444268
6.300497 11.300497
6.404010 11.404010
3.029822 8.029822
6.862940 11.862940
1.050691 6.050691
5.627251 10.627251
6.537638 11.537638
7.636888 12.636888
4.395107 9.395107
5.913496 10.913496
6.149918 11.149918
6.109789 11.109789
4.819665 9.819665
8.324253 13.324253
5.908293 10.908293
2.945151 7.945151
7.628775 12.628775
5.433346 10.433346
9.065162 14.065162
1.260264 6.260264
5.899423 10.899423
4.698872 9.698872
7.484986 12.484986
5.317567 10.317567
7.067310 12.067310
9.842782 14.842782
6.685583 11.685583
1.838134 6.838134
3.308114 8.308114
5.347239 10.347239
6.936926 11.936926
3.826027 8.826027
7.939930 12.939930
4.918054 9.918054
9.110466 14.110466
2.016245 7.016245
7.667556 12.667556
6.490770 11.490770
7.675204 12.675204
4.033813 9.033813
4.269585 9.269585
8.236149 13.236149
1.571075 6.571075
1.880054 6.880054
4.914796 9.914796
7.553256 12.553256
6.691648 11.691648
9.774158 14.774158
1.943201 6.943201
5.114352 10.114352
9.760066 14.760066
2.615001 7.615001
7.430736 12.430736
2.792167 7.792167
1.735190 6.735190
9.846562 14.846562
9.235913 14.235913
8.975661 13.975661
5.883042 10.883042
4.971448 9.971448
2.547487 7.547487
7.795566 12.795566
2.117104 7.117104
1.074148 6.074148
1.160607 6.160607
1.276119 6.276119
7.657456 12.657456
5.075341 10.075341
1.864565 6.864565
7.802300 12.802300
6.613277 11.613277
9.361063 14.361063
8.046919 13.046919
8.772000 13.772000
5.458839 10.458839
8.082724 13.082724
8.861551 13.861551
8.973878 13.973878
9.845373 14.845373
8.026242 13.026242
7.035998 12.035998
4.508779 9.508779
3.107819 8.107819
7.368430 12.368430
4.466455 9.466455
3.066807 8.066807
6.790320 11.790320
1.367790 6.367790
7.195236 12.195236
5.158581 10.158581
5.733061 10.733061
6.318814 11.318814
7.251577 12.251577
2.110142 7.110142
6.367857 11.367857
4.711973 9.711973
9.621612 14.621612
1.850243 6.850243
3.696578 8.696578
7.280280 12.280280
1.393299 6.393299
9.397386 14.397386
6.722862 11.722862
3.224044 8.224044
3.841895 8.841895
2.457330 7.457330
9.059949 14.059949
3.922125 8.922125
5.311481 10.311481
7.781109 12.781109
7.241052 12.241052
5.710201 10.710201
5.877998 10.877998
9.663333 14.663333
2.299130 7.299130
2.907174 7.907174
6.885510 11.885510
